"sample_id","image_path","crop_path","damage_class","component_class","severity_score","area_pixels","split"
"train_dacl10k_v2_train_0010_3","images/train/dacl10k_v2_train_0010.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0010_3.png","spalling","bridge component unknown","0.0003133333333333333","235.0","train"
"train_dacl10k_v2_train_0011_0","images/train/dacl10k_v2_train_0011.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0011_0.png","graffiti","bridge component unknown","0.05834070841471354","45881.0","train"
"train_dacl10k_v2_train_0011_1","images/train/dacl10k_v2_train_0011.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0011_1.png","graffiti","bridge component unknown","0.03170903523763021","24937.0","train"
"train_dacl10k_v2_train_0011_2","images/train/dacl10k_v2_train_0011.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0011_2.png","graffiti","bridge component unknown","0.029214223225911457","22975.0","train"
"train_dacl10k_v2_train_0011_3","images/train/dacl10k_v2_train_0011.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0011_3.png","graffiti","bridge component unknown","0.01235198974609375","9714.0","train"
"train_dacl10k_v2_train_0011_4","images/train/dacl10k_v2_train_0011.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0011_4.png","graffiti","bridge component unknown","0.002040863037109375","1605.0","train"
"train_dacl10k_v2_train_0012_0","images/train/dacl10k_v2_train_0012.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0012_0.png","graffiti","bridge component unknown","0.3820920070374404","173307.0","train"
"train_dacl10k_v2_train_0012_1","images/train/dacl10k_v2_train_0012.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0012_1.png","weathering","bridge component unknown","0.9976453676798053","452506.0","train"
"train_dacl10k_v2_train_0012_2","images/train/dacl10k_v2_train_0012.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0012_2.png","graffiti","bridge component unknown","0.00609823314387509","2766.0","train"
"train_dacl10k_v2_train_0013_0","images/train/dacl10k_v2_train_0013.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0013_0.png","graffiti","bridge component unknown","0.6292838541666667","193316.0","train"
"train_dacl10k_v2_train_0014_0","images/train/dacl10k_v2_train_0014.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0014_0.png","graffiti","bridge component unknown","0.04259358962609971","29746.0","train"
"train_dacl10k_v2_train_0014_1","images/train/dacl10k_v2_train_0014.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0014_1.png","graffiti","bridge component unknown","0.0232756941898827","16255.0","train"
"train_dacl10k_v2_train_0014_3","images/train/dacl10k_v2_train_0014.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0014_3.png","spalling","bridge component unknown","0.004632228280791789","3235.0","train"
"train_dacl10k_v2_train_0014_5","images/train/dacl10k_v2_train_0014.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0014_5.png","efflorescence","bridge component unknown","0.011330702437683285","7913.0","train"
"train_dacl10k_v2_train_0014_6","images/train/dacl10k_v2_train_0014.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0014_6.png","wetspot","bridge component unknown","0.01808502107771261","12630.0","train"
"train_dacl10k_v2_train_0014_7","images/train/dacl10k_v2_train_0014.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0014_7.png","wetspot","bridge component unknown","0.01006346224340176","7028.0","train"
"train_dacl10k_v2_train_0014_8","images/train/dacl10k_v2_train_0014.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0014_8.png","wetspot","bridge component unknown","0.0040036198680351905","2796.0","train"
"train_dacl10k_v2_train_0015_0","images/train/dacl10k_v2_train_0015.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0015_0.png","graffiti","bridge component unknown","0.08459526909722222","233889.0","train"
"train_dacl10k_v2_train_0015_1","images/train/dacl10k_v2_train_0015.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0015_1.png","graffiti","bridge component unknown","0.011345486111111112","31368.0","train"
"train_dacl10k_v2_train_0015_2","images/train/dacl10k_v2_train_0015.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0015_2.png","graffiti","bridge component unknown","0.01663700810185185","45998.0","train"
"train_dacl10k_v2_train_0016_0","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_0.png","spalling","bridge component unknown","0.01885416666666667","5792.0","train"
"train_dacl10k_v2_train_0016_1","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_1.png","rust","bridge component unknown","0.0034700520833333332","1066.0","train"
"train_dacl10k_v2_train_0016_2","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_2.png","crack","bridge component unknown","0.06642252604166667","20405.0","train"
"train_dacl10k_v2_train_0016_3","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_3.png","weathering","bridge component unknown","0.997919921875","306561.0","train"
"train_dacl10k_v2_train_0016_5","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_5.png","crack","bridge component unknown","0.002109375","648.0","train"
"train_dacl10k_v2_train_0016_6","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_6.png","rust","bridge component unknown","0.0042578125","1308.0","train"
"train_dacl10k_v2_train_0016_7","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_7.png","crack","bridge component unknown","0.0019401041666666666","596.0","train"
"train_dacl10k_v2_train_0016_8","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_8.png","rust","bridge component unknown","0.00015299479166666668","47.0","train"
"train_dacl10k_v2_train_0016_9","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_9.png","rust","bridge component unknown","0.00013997395833333334","43.0","train"
"train_dacl10k_v2_train_0016_10","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_10.png","rust","bridge component unknown","0.00015299479166666668","47.0","train"
"train_dacl10k_v2_train_0016_11","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_11.png","rust","bridge component unknown","0.00015299479166666668","47.0","train"
"train_dacl10k_v2_train_0016_12","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_12.png","rust","bridge component unknown","0.00015299479166666668","47.0","train"
"train_dacl10k_v2_train_0016_13","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_13.png","rust","bridge component unknown","0.00040364583333333333","124.0","train"
"train_dacl10k_v2_train_0016_14","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_14.png","rust","bridge component unknown","0.000751953125","231.0","train"
"train_dacl10k_v2_train_0016_15","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_15.png","rust","bridge component unknown","0.000400390625","123.0","train"
"train_dacl10k_v2_train_0016_16","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_16.png","rust","bridge component unknown","0.0010677083333333333","328.0","train"
"train_dacl10k_v2_train_0016_17","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_17.png","rust","bridge component unknown","0.00109375","336.0","train"
"train_dacl10k_v2_train_0016_18","images/train/dacl10k_v2_train_0016.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0016_18.png","rust","bridge component unknown","0.0027734375","852.0","train"
"train_dacl10k_v2_train_0017_0","images/train/dacl10k_v2_train_0017.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0017_0.png","graffiti","bridge component unknown","0.39639617791143233","179795.0","train"
"train_dacl10k_v2_train_0017_1","images/train/dacl10k_v2_train_0017.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0017_1.png","efflorescence","bridge component unknown","0.5016138491183357","227519.0","train"
"train_dacl10k_v2_train_0017_2","images/train/dacl10k_v2_train_0017.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0017_2.png","rust","bridge component unknown","0.0005136978750986609","233.0","train"
"train_dacl10k_v2_train_0017_3","images/train/dacl10k_v2_train_0017.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0017_3.png","rust","bridge component unknown","0.0008091292710781482","367.0","train"
"train_dacl10k_v2_train_0017_4","images/train/dacl10k_v2_train_0017.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0017_4.png","graffiti","bridge component unknown","0.04569706376467787","20727.0","train"
"train_dacl10k_v2_train_0017_5","images/train/dacl10k_v2_train_0017.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0017_5.png","graffiti","bridge component unknown","0.026180953934749347","11875.0","train"
"train_dacl10k_v2_train_0017_6","images/train/dacl10k_v2_train_0017.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0017_6.png","graffiti","bridge component unknown","0.030907856270421145","14019.0","train"
"train_dacl10k_v2_train_0018_0","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_0.png","graffiti","bridge component unknown","0.15230794270833334","187156.0","train"
"train_dacl10k_v2_train_0018_1","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_1.png","weathering","bridge component unknown","0.18927734375","232584.0","train"
"train_dacl10k_v2_train_0018_2","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_2.png","rust","bridge component unknown","0.005630696614583333","6919.0","train"
"train_dacl10k_v2_train_0018_3","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_3.png","rust","bridge component unknown","0.0007600911458333333","934.0","train"
"train_dacl10k_v2_train_0018_4","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_4.png","rust","bridge component unknown","0.0003938802083333333","484.0","train"
"train_dacl10k_v2_train_0018_5","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_5.png","rust","bridge component unknown","0.0004443359375","546.0","train"
"train_dacl10k_v2_train_0018_6","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_6.png","rust","bridge component unknown","0.00038492838541666667","473.0","train"
"train_dacl10k_v2_train_0018_7","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_7.png","rust","bridge component unknown","0.00023030598958333334","283.0","train"
"train_dacl10k_v2_train_0018_8","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_8.png","rust","bridge component unknown","0.00037434895833333336","460.0","train"
"train_dacl10k_v2_train_0018_9","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_9.png","rust","bridge component unknown","0.0004947916666666667","608.0","train"
"train_dacl10k_v2_train_0018_10","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_10.png","graffiti","bridge component unknown","0.009317220052083333","11449.0","train"
"train_dacl10k_v2_train_0018_11","images/train/dacl10k_v2_train_0018.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0018_11.png","graffiti","bridge component unknown","0.044237467447916665","54359.0","train"
"train_dacl10k_v2_train_0019_0","images/train/dacl10k_v2_train_0019.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0019_0.png","graffiti","bridge component unknown","0.2919307002314815","807130.0","train"
"train_dacl10k_v2_train_0019_1","images/train/dacl10k_v2_train_0019.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0019_1.png","weathering","bridge component unknown","0.7899584056712963","2184077.0","train"
"train_dacl10k_v2_train_0019_2","images/train/dacl10k_v2_train_0019.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0019_2.png","graffiti","bridge component unknown","0.044736328125","123687.0","train"
"train_dacl10k_v2_train_0019_3","images/train/dacl10k_v2_train_0019.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0019_3.png","rust","bridge component unknown","0.004126519097222222","11409.0","train"
"train_dacl10k_v2_train_0020_0","images/train/dacl10k_v2_train_0020.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0020_0.png","graffiti","bridge component unknown","0.278009375","533778.0","train"
"train_dacl10k_v2_train_0020_1","images/train/dacl10k_v2_train_0020.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0020_1.png","graffiti","bridge component unknown","0.35180625","675468.0","train"
"train_dacl10k_v2_train_0020_2","images/train/dacl10k_v2_train_0020.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0020_2.png","rust","bridge component unknown","0.018723958333333332","35950.0","train"
"train_dacl10k_v2_train_0020_3","images/train/dacl10k_v2_train_0020.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0020_3.png","weathering","bridge component unknown","0.020027083333333334","38452.0","train"
"train_dacl10k_v2_train_0020_4","images/train/dacl10k_v2_train_0020.jpg","data/processed/dacl10k/crops/train/train_dacl10k_v2_train_0020_4.png","rust","bridge component unknown","0.016673958333333332","32014.0","train"
